Centre de Souscription;FILIAL;Gestion;Unité Souscr.;Unité Gestion;CODIGO DE FACULTATIVO;ESTADO;Gestion.;Souscr.;EJERCICIO;FECHA DE EFECTO;Date ouverture du chantier;FECHA DE INICIO COBERTURA;FECHA VENCIMIENTO;ASEGURADO;Risque ;Produit;ToP;Secteur;TIPO DE RIESGO;COMPAÑÍA CEDENTE;Pays Cédante;Groupe intermediaire;Intermédiaire;Div.;TIPO DE CONTRATO;N° ligne;SUMAS ASEGURADAS;Portée;Priorité / Franchise;TASA DE PRIMA;Aliment 100 Pc. (global) (?v);Part acceptée;PARTE SCOR;Aliment SCOR;Sommes assurées SCOR;Mt Limite SCOR;ECG;Devise ECG;Marché;Pays d'analyse;Trigger
Paris;SCOR REASS.;Specialties;Decennale Madrid;xxxxxxx;02G0Y0438;Résilié;CGG;FFH ;1981-1;1/1/81;;;31/12/81; ;REPRISE (NE PAS MODIFIER);RC Construction;PUC;SPECIALITES;Indus. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;0;0;0;0;0;0;0;0;0;0;1;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;xxxxxxx;02G0Y0525;Résilié;CGG;FFH ;1981-1;1/1/81;;;31/12/81; ;REPRISE (NE PAS MODIFIER);RC Construction;PUC;SPECIALITES;Indus. buildings;ESTRELLA SEGUROS;ESPAGNE;;;1;QP;ns;0;0;0;0;0;0;0;0;0;0;1;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;xxxxxxx;02G0Y0650;Résilié;CGG;FFH ;1981-1;1/1/81;;;31/12/81; ;REPRISE (NE PAS MODIFIER);RC Construction;PUC;SPECIALITES;Indus. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;0;0;0;0;0;0;0;0;0;0;1;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0G4028;Expiré;RCS;FFH ;1981-1;1/2/81;1/6/81;17/3/83;18/3/93;Heron Diagonal 1;HERON  1;RC Construction;Globale Chantier;SPECIALITES;Office buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;3.377.688;3377688;0;14,679;49584;100;100;49584;3377688;3377688;53000000;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0G4489;Expiré;RCS;FFH ;1981-1;19/11/81;19/11/81;18/11/83;19/11/93;Sgbc   Societe Generale De Banque;SOCIETE GENERALE DE BANQUE;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;3.606.073;3606073;0;11,731;42305;100;100;42305;3606073;3606073;26500000;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YN043;Expiré;RCS;FFH ;1987-1;3/8/87;3/8/87;10/5/88;11/5/98;Promotora Arbolancha;PROMOTORA ARBOLANCHA;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;419.907;419907;12020;10,099;4241;78,53;78,53;3330;329753;329753;2677477;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ229;Expiré;RCS;TJ  ;1988-1;1/10/88;1/10/88;14/3/91;14/3/91;Teia Promociones 3b;TEIA PROMOCIONES 3B;RC Construction;Globale Chantier;SPECIALITES; Apartments;ALLIANZ;ESPAGNE;;;1;QP;ns;779.825;779825;0;9,371;757;90;90;682;701843;701843;2890226;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ822;Expiré;RCS;TJ  ;1988-1;23/5/88;23/5/88;14/10/91;15/10/01;Kepro;EDIFICIOS DE VIVIENDAS LOCALES COMERCIALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;5.806.775;5806775;3005;8;46454;48,4;48,4;22484;2810479;2810479;23147623;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP233;Expiré;RCS;FFH ;1989-1;31/1/89;31/1/89;31/1/89;31/1/99;Pan European Espana;PAN EUROPEAN ESPANA;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;4.207.085;4207085;12020;11,22;43968;96,8;96,8;42561;4072458;4072458;15901509;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP007;Expiré;CGG;FFH ;1989-1;13/11/89;13/11/89;13/11/89;12/3/99;Pan European Espana Sa;PAN EUROPEAN ESPANA SA;RC Construction;Globale Chantier;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;1.075.211;1075211;15025;12,499;11507;80,35;80,35;9246;863932;863932;2211866;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP850;Expiré;RCS;FFH ;1989-1;5/4/89;5/4/89;5/4/89;5/4/99;Torre Costa Dorada;TORRE COSTA DORADA;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;180.304;180304;0;7,5;1352;66,66;66,66;901;120190;120190;1069893;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP320;Expiré;RCS;FFH ;1989-1;30/6/89;30/6/89;30/6/89;30/6/99;Cerdanyola S A De Construcciones;CERDANYOLA S A DE CONSTRUCCIONES;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;574.972;574972;6010;8,9;5117;80;80;4094;459978;459977;4094547;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YP671;Expiré;RCS;TJ  ;1989-1;29/7/89;29/7/89;29/7/89;29/7/99;Frifor Promocion Inmobiliaria Frifor Ii;FRIFOR PROMOCION INMOBILIARIA FRIFOR II;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF SEGUROS;ESPAGNE;AON BENFIELD;AON GIL Y CARVAJAL;1;QP;ns;5.074.024;5074024;0;10,299;52262;27;27;14111;1369986;1369986;22055466;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YP672;Expiré;RCS;TJ  ;1989-1;29/7/89;29/7/89;29/7/89;29/7/99;Frifor Promocion Inmobiliaria Frifor Ii;FRIFOR PROMOCION INMOBILIARIA FRIFOR II;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ABEILLE PREVISORA;ESPAGNE;AON BENFIELD;AON GIL Y CARVAJAL;1;QP;ns;5.072.542;5072542;0;10,303;52262;70;70;36584;3550780;3550780;22055466;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Do not use;Vers Cologne;02G0R1024;Expiré;PHP;BEER;1989-1;31/10/89;31/10/89;31/10/89;31/10/99;Al Campo;CENTRE COMMERCIAL DE LOGRONO;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;ALLIANZ;FRANCE;;;1;QP;ns;16.810.309;16810309;10818;10;168103;97;97;163060;16305999;16305999;94552690;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ540;Expiré;RCS;TJ  ;1989-1;1/10/89;1/10/89;18/7/90;19/7/00;Alcampo;ALCAMPO;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;18.041.980;18041980;6010;8;144335;11,925;11,925;17212;2151506;2151506;58629686;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ541;Expiré;RCS;TJ  ;1989-1;1/10/89;1/10/89;18/7/90;19/7/00;Alcampo;ALCAMPO;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;18.041.980;18041980;6010;8;144335;61,08375;61,08375;88166;11020718;11020718;58629686;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ178;Expiré;RCS;FFH ;1989-1;1/4/89;1/4/89;28/9/90;1/10/00;Frifor Iii Promocion Inmobiliaria;FRIFOR III PROMOCION INMOBILIARIA;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ABEILLE PREVISORA;ESPAGNE;;;1;QP;ns;3.305.567;3305567;4808;10,3;34955;68,1818;68,1818;23833;2253795;2253795;28007250;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YS071;Expiré;RCS;FFH ;1989-1;1/4/89;1/4/89;28/9/90;1/10/00;Frifor Iii Promocion Inmobiliaria;FRIFOR III PROMOCION INMOBILIARIA;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF SEGUROS;ESPAGNE;;;1;QP;ns;3.305.567;3305567;4808;10,3;34047;27;27;9193;892503;892503;28007250;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP503;Expiré;RCS;FFH ;1989-1;16/7/89;16/7/89;15/7/90;16/12/00;Hispasiloc;HISPASILOC;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;4.195.064;4195064;11419;10;41951;94,99;94,99;39849;3984892;3984892;34941700;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YP231;Expiré;RCS;FFH ;1989-1;1/1/89;1/1/89;30/12/90;31/12/00;Taller De Arquitectura Ricardo Bofill;T. A. RICARDO BOFILL  RC DECENNALE EX89;RC Construction;RC Dec (France);SPECIALITES;Comm. buildings;GAN;ESPAGNE;;;1;QP;ns;2.404.048;2404048;6010;15;18030;50;50;9015;1202024;1202024;4012500;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Do not use;Vers Cologne;02G0U0800;Expiré;PHP;BEER;1989-1;31/12/89;31/12/89;30/12/90;31/12/00;Al Campo;CENTRE COMMERCIAL DE SEVILLE;RC Construction;PUC;SPECIALITES;Comm. buildings;ALLIANZ;FRANCE;;;1;QP;ns;40.507.040;40507040;12020;9,999;405070;95;64,45;261067;26106787;26106787;81501846;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Do not use;Vers Cologne;02G0U3026;Expiré;PHP;BEER;1989-1;1/4/89;1/4/89;2/7/91;3/7/01;Al Campo;CENTRE COMMERCIAL GRENADE;RC Construction;PUC;SPECIALITES;Comm. buildings;ALLIANZ;FRANCE;;;1;QP;ns;13.046.839;13046839;12020;10;130468;96;96;125250;12524966;12524966;90814750;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR650;Expiré;ICG;FFH ;1989-1;15/11/89;15/11/89;13/10/92;14/10/02;Inmobiliaria Norte Sur Sa Centro Comercial Los Arcos Grupo;INMOBILIARIA NORTE SUR SA CENTRO COMERCIAL LOS ARC;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;37.262.750;37262750;24040;8,58;319714;69,5156;69,5156;222251;25903425;25903425;80072847;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ195;Expiré;RCS;FFH ;1990-1;8/2/90;8/2/90;8/2/90;30/6/99;Cerdanyola El Espanoleto Torre Costa Dorada;CERDANYOLA EL ESPANOLETO TORRE COSTA DORADA;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF SEGUROS;ESPAGNE;;;1;QP;ns;240.405;240405;0;8,7;2092;50;50;1046;120202;120202;1054000;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YP670;Expiré;RCS;TJ  ;1990-1;1/10/90;1/10/90;3/4/91;1/10/00;Heron Iii;HERON III;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;CHAPMAN SAGESE;1;QP;ns;5.583.402;5583402;6010;11;61417;99;99;60803;5527568;5527568;38816711;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ607;Expiré;RCS;TJ  ;1990-1;1/6/90;1/6/90;15/5/91;16/5/01;Alcampo Sa La Dehesa Zenor Overseas;ALCAMPO SA LA DEHESA ZENOR OVERSEAS;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;25.774.598;25774598;18030;7;180422;12,08;12,08;21795;3113571;3113571;122126014;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ608;Expiré;RCS;TJ  ;1990-1;1/6/90;1/6/90;15/5/91;16/5/01;Alcampo Sa La Dehesa Zenor Overseas;ALCAMPO SA LA DEHESA ZENOR OVERSEAS;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;25.774.598;25774598;36061;7;180422;61,6275;61,6275;111190;15884241;15884241;122126014;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ242;Expiré;RCS;FFH ;1990-1;23/4/90;23/4/90;22/8/91;23/8/01;Higgs And Hill Iberica Inmobiliaria Norwich Union;HIGGS AND HILL IBERICA INMOBILIARIA NORWICH UNION;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;GAN;ESPAGNE;;;1;QP;ns;2.227.351;2227351;6010;13,799;30737;98,65;98,65;30322;2197282;2197282;19266956;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ840;Expiré;RCS;TJ  ;1990-1;1/1/90;1/1/90;4/11/91;5/11/01;Heron Promociones Heron Internacional Iv;HERON PROMOCIONES HERON INTERNACIONAL IV;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;13.522.772;13522772;30051;6,75;91279;99;99;90366;13387545;13387545;62868470;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ552;Expiré;RCS;FFH ;1990-1;1/1/90;1/1/90;30/12/91;31/12/01;Taller De Arquitectura Ricardo Bofill;T.A. RICARDO BOFILL RC DECENNALE EX90;RC Construction;RC Dec (France);SPECIALITES;Comm. buildings;GAN;ESPAGNE;;;1;QP;ns;4.207.085;4207085;6010;13,5;56796;50;50;28398;2103542;2103542;3952500;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ821;Expiré;RCS;TJ  ;1990-1;1/11/90;1/11/90;29/6/92;30/6/02;Kepro Costa Brava;18 VIVIENDAS UNIFAMILIARES EN HILERA;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;4.084.867;4084867;3005;8;32679;46,87;46,87;15317;1914577;1914577;16788461;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02G0YQ610;Expiré;RCS;TJ  ;1990-1;22/8/90;22/8/90;28/9/92;1/10/02;Alcampo Sa Las Chumberas;ALCAMPO SA LAS CHUMBERAS;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;22.322.175;22322175;0;7;156255;61,614;61,614;96275;13753585;13753585;70411383;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ609;Expiré;RCS;TJ  ;1990-1;22/8/90;22/8/90;28/9/92;1/10/02;Alcampo Sa Las Chumberas;ALCAMPO SA LAS CHUMBERAS;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;22.322.175;22322175;0;7;156255;11,8;11,8;18438;2634017;2634017;70411383;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ820;Expiré;RCS;TJ  ;1990-1;1/2/90;1/2/90;28/1/92;30/10/02;Kepro;VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;4.803.183;4803183;0;7,999;38425;48;48;18444;2305528;2305528;20215539;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR320;Expiré;RCS;FFH ;1990-1;1/4/90;1/4/90;15/6/93;16/6/03;Kepro Barcelona;VIVIENDAS LOCALES COMERCIALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;1.858.025;1858025;3005;7,999;14864;44,7;44,7;6644;830537;830537;7282527;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR322;Expiré;RCS;FFH ;1990-1;1/8/90;1/8/90;8/7/93;9/7/03;Diagonal Mar Grupo Kepro;EDIFICIO OFICINAS VIVIENDAS LOCALES COMERCIALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;1.173.810;1173810;3005;8;9390;42;42;3944;493000;493000;4323414;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ241;Expiré;RCS;FFH ;1990-1;1/1/90;1/1/90;29/11/93;30/11/03;Hotel De Las Artes Hotel Villa Olimpica Hovisa;HOTEL DE LAS ARTES HOTEL VILLA OLIMPICA HOVISA;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;219.244.088;72121453;661113;5,15;1129110;40;40;451644;87697635;28848581;167046934;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR321;Expiré;RCS;FFH ;1990-1;1/3/90;1/3/90;19/1/94;20/1/04;Kepro Residencial Suelo Patrimonial Sa;EDIFICIO VIVIENDAS LOCALES COMERCIALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;1.465.547;1465547;0;8;11724;43,2;43,2;5065;633116;633116;5552792;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YT124;Expiré;RCS;FFH ;1990-1;1/12/90;1/12/90;28/11/94;1/12/04;Pan European Espana Iv;PAN EUROPEAN ESPANA IV;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;8.534.372;8534372;9015;7,4;63154;49,5;49,5;31261;4224514;4224514;37041623;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YS075;Expiré;RCS;FFH ;1991-1;1/4/91;1/4/91;28/8/91;1/9/01;Alcampo Toys R Us Iberia Leroy Merlin;ALCAMPO TOYS R US IBERIA LEROY MERLIN;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;2.067.482;2067482;36061;6,999;14472;53,529;53,529;7747;1106702;1106702;11635060;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YS076;Expiré;RCS;FFH ;1991-1;1/4/91;1/4/91;28/8/91;1/9/01;Alcampo Toys R Us Iberia Leroy Merlin;ALCAMPO TOYS R US IBERIA LEROY MERLIN;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;2.067.482;2067482;36061;7;14472;10;10;1447;206748;206748;11635060;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YS077;Expiré;RCS;FFH ;1991-1;1/7/91;1/7/91;28/10/91;1/11/01;Alcampo Toys R Us Iberia Sa;ALCAMPO TOYS R US IBERIA SA;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;2.740.669;2740669;36061;6,999;19184;55,671;55,671;10680;1525758;1525758;15943570;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YS078;Expiré;RCS;FFH ;1991-1;1/7/91;1/7/91;28/10/91;1/11/01;Alcampo Toys R Us Iberia Sa;ALCAMPO TOYS R US IBERIA SA;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;2.740.669;2740669;36061;6,999;19184;10;10;1918;274067;274067;15943570;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR728;Expiré;RCS;FFH ;1991-1;1/10/91;1/10/91;6/4/92;7/4/02;Park Empresarial San Cugat;PARK EMPRESARIAL SAN CUGAT;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;ASEFA S.A.;ESPAGNE;;;1;QP;ns;3.245.465;3245465;6010;6,5;21096;95;95;20041;3083192;3083192;27309220;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ809;Expiré;RCS;FFH ;1991-1;15/1/91;15/1/91;21/4/92;22/4/02;Promociones Ben Venta De Banos;PROMOCIONES BEN VENTA DE BANOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;ns;1.087.832;1087832;6010;9,5;10334;95;95;9818;1033440;1033440;8694145;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR690;Expiré;RCS;FFH ;1991-1;1/2/91;1/2/91;15/6/92;16/6/02;Alcampo Polideportivo La Dehesa;ALCAMPO POLIDEPORTIVO LA DEHESA;RC Construction;RC Decennale Etr;SPECIALITES;Public buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;2.058.318;2058318;36061;6,999;14408;53,49;53,49;7707;1100994;1100994;11575053;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR872;Expiré;RCS;FFH ;1991-1;1/2/91;1/2/91;15/6/92;16/6/02;Alcampo Polideportivo La Dehesa;ALCAMPO POLIDEPORTIVO LA DEHESA;RC Construction;RC Decennale Etr;SPECIALITES;Public buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;2.058.318;2058318;36061;7;14408;10;10;1441;205832;205832;11575053;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ811;Expiré;RCS;TJ  ;1991-1;11/3/91;11/3/91;16/7/92;17/7/02;Altus Iberica Higgs And Hill;ALTUS IBERICA HIGGS AND HILL;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;1.382.328;1382328;6010;11,7;16173;95,44;95,44;15436;1319294;1319294;13617686;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ616;Expiré;RCS;TJ  ;1991-1;1/2/91;1/2/91;28/9/92;1/10/02;Diagonal Carabela Sa Higgs And Hill;DIAGONAL CARABELA SA HIGGS AND HILL;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;AGF SEGUROS;ESPAGNE;;;1;QP;ns;3.251.475;3251475;6010;11,8;38367;90;90;34531;2926328;2926328;25919753;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YQ553;Expiré;CGG;FFH ;1991-1;1/1/91;1/1/91;30/12/92;31/12/02;Taller De Arquitectura Ricardo Bofill;T.A. RICARDO BOFILL RC DECENNALE EX91;RC Construction;RC Dec (France);SPECIALITES;Comm. buildings;GAN;ESPAGNE;;;1;QP;ns;6.520.981;6520981;6010;13,5;44016;50;50;22008;3260491;3260491;3994580;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YR126;Expiré;RCS;TJ  ;1991-1;1/7/91;1/7/91;28/12/92;1/1/03;Diagonal Sarria;EDIFICIO OFICINAS LOCALES COMERCIALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;CAJA MADRID SEGUROS;ESPAGNE;;;1;QP;ns;27.045.545;27045545;6010;7,8;210955;60;60;126573;16227327;16227327;91769029;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;xxxxxxx;02G0YQ752;Expiré;RCS;TJ  ;1991-1;1/8/91;1/8/91;20/8/93;21/8/03;Inmobiliaria Accor Novotel Sofitel;NOVOTEL SOFITEL ACCOR SAE SERES PARQUE DE LAS NACI;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;22.237.448;22237448;6010;9,98;221930;59,6;59,6;132270;13253519;13253519;43757272;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02G0YR323;Expiré;RCS;FFH ;1991-1;21/6/91;21/6/91;1/11/93;1/11/03;Kepro Barcelona;VIVIENDAS LOCALES COMERCIALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;ns;1.183.568;1183568;3005;8;9469;40;40;3787;473427;473427;4194936;FRF;Espagne;ESPAGNE;Surv. P. Normale
