Centre de Souscription;FILIAL;Gestion;Unité Souscr.;Unité Gestion;CODIGO DE FACULTATIVO;ESTADO;Gestion.;Souscr.;EJERCICIO;FECHA DE EFECTO;Date ouverture du chantier;FECHA DE INICIO COBERTURA;FECHA VENCIMIENTO;ASEGURADO;Risque ;Produit;ToP;Secteur;TIPO DE RIESGO;COMPAÑÍA CEDENTE;Pays Cédante;Groupe intermediaire;Intermédiaire;Div.;TIPO DE CONTRATO;N° ligne;SUMAS ASEGURADAS;Portée;Priorité / Franchise;TASA DE PRIMA;Aliment 100 Pc. (global) (?v);Part acceptée;PARTE SCOR;Aliment SCOR;Sommes assurées SCOR;Mt Limite SCOR;ECG;Devise ECG;Marché;Pays d'analyse;Trigger
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F002887;Définitif;AAO;PMA ;1997-1;26/6/97;26/6/97;3/5/99;3/5/09;Promotora Metrovacesa La Perla;220 VIVIENDAS LOCALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AURORA POLAR;ESPAGNE;;;1;QP;;11.921.372;11921372;6010;9,33;111226;28,5;28,5;31700;3397591;3397591;40258402;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F005685;Définitif;RCS;FFH ;1997-1;1/5/97;1/5/97;12/5/99;12/5/09;Ute Tecsa Jaureguizahar Sa;210 VIVIENDAS LOCALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;9.796.497;9796497;6010;7,5;73474;27;27;19838;2645054;2645054;58633054;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F005621;Définitif;RCS;FFH ;1997-1;31/12/97;31/12/97;29/6/99;29/6/09;Actividades Construccion Y Servicios Acs Impsol;60 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;2.906.859;2906859;3005;8,6;24999;90;90;22499;2616173;2616173;17399557;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F007630;Définitif;RCS;FFH ;1997-1;31/12/97;31/12/97;23/7/99;23/7/09;Dumez Constructora Pirenaica Impsol;25 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;1.498.987;1498987;3005;8,59996;12891;80;80;10313;1199190;1199190;7975216;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F007068;Définitif;RCS;TJ  ;1997-1;27/10/97;27/10/97;24/8/99;24/8/09;Urbanizaciones Y Construcciones Inmobiliarias Bahia;HOTEL;RC Construction;RC Decennale Etr;SPECIALITES;Public buildings;MAPFRE INDUSTRIAL SA;ESPAGNE;;;1;QP;;13.633.118;13633118;6010;9,5;129514;15;15;19427;2044968;2044968;22055147;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F003944;Définitif;RCS;FFH ;1997-1;24/12/97;24/12/97;31/8/99;31/8/09;Residencial O'donnell;115 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AURORA POLAR;ESPAGNE;;;1;QP;;6.780.763;6780763;4808;9,32802;63251;48;48;30360;3254766;3254766;26812424;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F008782;Définitif;AAO;PMA ;1997-1;1/6/97;1/6/97;1/9/99;1/9/09;Promotora Metrovacesa La Perla;209 VIVIENDAS LOCALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AURORA POLAR;ESPAGNE;;;1;QP;;11.524.049;11524049;6010;9,33;107519;28,5;28,5;30643;3284354;3284354;38917641;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F006166;Définitif;RCS;FFH ;1997-1;1/9/97;1/9/97;23/9/99;23/9/09;Ibusa Inversiones Barcelonesas Urbanas;37 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AURORA POLAR;ESPAGNE;;;1;QP;;1.711.046;1711046;3005;8,818;15089;80;80;12071;1368837;1368837;7709187;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F006231;Définitif;RCS;TJ  ;1997-1;9/5/97;9/5/97;1/10/99;1/10/09;Sociedad Cooperativa Vivienda Vias Construcciones;164 VIVIENDAS 22 LOCALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;;7.529.480;7529480;6010;8;60236;25;25;15059;1882370;1882370;12517817;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F008746;Définitif;RCS;TJ  ;1997-1;16/6/97;16/6/97;30/11/99;30/11/09;Institut Catala Del Sol Incasol;120 VIVIENDAS OFICINAS 18 LOCALES COMERCIALES Y 112 GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;;7.588.307;7588307;12020;4,17;31643;25;25;7911;1897077;1897077;12615908;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F007620;Expiré;RCS;FFH ;1997-1;31/12/97;31/12/97;17/12/99;17/12/09;Dumez Constructora Pirenaica Impsol;16 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;986.393;986393;3005;8,6;8483;68;68;5768;670748;670748;4459017;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F006444;Définitif;RCS;TJ  ;1997-1;31/12/97;31/12/97;7/2/00;7/2/10;Cosoami Sede De La Oami;EDIFICIO OFICINAS;RC Construction;RC Decennale Etr;SPECIALITES;Office buildings;C.A.S.E.R.;ESPAGNE;;;1;QP;;21.726.629;21726629;12020;8,30051;180342;45,85;45,85;82687;9961659;9961659;65401116;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F007621;Définitif;RCS;FFH ;1997-1;31/12/97;31/12/97;21/2/00;21/2/10;Obras Y Servicios Hispania;28 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;1.787.427;1787427;3005;8,6;15372;83;83;12759;1483564;1483564;9966628;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F006458;Définitif;RCS;FFH ;1997-1;15/12/97;15/12/99;1/3/00;1/3/10;Sant Cugat Village, Sl;CLUB LAS LUNAS Y CASA RESTAURANTES GIMNASIO;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;SABADELL  ASEGURADORA;ESPAGNE;;;1;QP;;6.598.931;6598931;6010;8,315;54870;90;90;49383;5939038;5939038;39497672;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F005579;Définitif;RCS;FFH ;1997-1;5/12/97;5/12/97;26/4/00;26/4/10;Internacional Trade Center;3 EDIFICIOS OFICINAS;RC Construction;RC Decennale Etr;SPECIALITES;Office buildings;UAP IBERICA;ESPAGNE;;;1;QP;;62.212.665;62212665;90152;5,59;347798;29,997;29,997;104329;18661933;18661933;47958251;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F005663;Définitif;RCS;FFH ;1997-1;23/7/97;23/7/97;12/7/00;12/7/10;Inmobiliaria Colonial;157 VIVIENDAS OFICINAS LOCALES COMERCIALES APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;MAPFRE INDUSTRIAL SA;ESPAGNE;;;1;QP;;12.840.557;12840557;6010;8,9;114281;20;20;22856;2568111;2568111;26378382;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F003477;Définitif;RCS;TJ  ;1997-1;25/3/97;25/3/97;7/3/03;7/3/13;Visesa Euskadiko Etxebiztza Eta Lurra;154 VIVIENDAS LOCALES COMERCIALES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;MAPFRE INDUSTRIAL SA;ESPAGNE;;;1;QP;;14.902.160;14902160;6010;11,05263;164708;20;20;32942;2980432;2980432;18717575;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;xxxxxxx;02F015134;Expiré;RCS;FFH ;1998-1;1/6/98;1/6/98;2/6/98;2/6/98;Gemfed,s.l.;10 VIVIENDAS LOCALES COMERCIALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;SABADELL  ASEGURADORA;ESPAGNE;;;1;QP;;437.501;437501;3005;8,49999;1;90;90;1;393751;393751;2592740;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;DAF PESTRE;02F014683;Définitif;PHP;BEER;1998-1;1/1/98;1/1/98;3/3/99;3/3/09;Valeo;USINE MOTEURS ELECTRIQUE REFROIDISSEMENT SAN  PERPETUA;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;ALLIANZ;FRANCE;;;1;QP;;5.576.643;7249103;15245;11,10327;61919;33;36;22291;2007591;2609677;15040044;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F009374;Définitif;RCS;FFH ;1998-1;27/4/98;27/4/98;4/3/99;4/3/09;Necalil;EDIFICIO DESTINADO A NAVES INDUSTRIALES;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;COMMERCIAL UNION SEGUROS;ESPAGNE;;;1;QP;;450.759;450759;3005;9;4057;90;90;3651;405683;405683;2669697;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F009462;Définitif;RCS;FFH ;1998-1;1/2/98;1/2/98;30/3/99;30/3/09;Itm Sodemerca Intermarche;EDIFICIO PARA BASE LOGISTICA Y ALMACEN REGULADOR;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;;8.068.945;8068945;6010;9,48;76494;44;44;33657;3550336;3550336;29877575;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F009497;Définitif;RCS;FFH ;1998-1;6/6/98;6/6/98;5/4/99;5/4/09;Alcaidesa Inmobiliarios Villa Lucia Villa Carmen Villa Laura;3 VIVIENDAS UNIFAMILIARES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;COMMERCIAL UNION SEGUROS;ESPAGNE;;;1;QP;;327.999;327999;3005;9;2952;90;90;2657;295200;295200;1941601;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F008421;Définitif;RCS;FFH ;1998-1;29/1/98;29/1/98;12/5/99;12/5/09;Eurofund Investments Retail Park;CENTRO COMERCIAL Y DE OCIO;RC Construction;RC Decennale Etr;SPECIALITES;Comm. buildings;COMMERCIAL UNION SEGUROS;ESPAGNE;;;1;QP;;10.752.107;10752107;6010;6,2222;66902;90;90;60212;9676896;9676896;79273713;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F013993;Définitif;RCS;FFH ;1998-1;1/5/98;1/5/98;21/5/99;21/5/09;Sociedad Europea De Estacionamientos;APARCAMIENTOS SUBTERRANEOS BAJO LA VIA PUBLICA;RC Construction;RC Decennale Etr;SPECIALITES;Parking lots;CATALANA / OCCIDENTE;ESPAGNE;;;1;QP;;3.906.579;3906579;6010;8,48;33128;95,4;95,4;31604;3726876;3726876;31364549;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F010093;Définitif;RCS;TJ  ;1998-1;22/5/98;22/5/98;25/5/99;25/5/09;Comunidad De Propietarios Corazon De Maria;69 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;4.604.225;4604225;6010;9,8;45121;16;16;7219;736676;736676;7496802;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F012720;Définitif;RCS;TJ  ;1998-1;1/7/98;1/7/98;1/7/99;1/7/09;Gemfed;7 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;SABADELL  ASEGURADORA;ESPAGNE;;;1;QP;;442.650;442650;3005;8,5;3763;90;90;3386;398385;398385;2622335;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F013270;Définitif;RCS;FFH ;1998-1;1/7/98;1/7/98;22/7/99;22/7/09;Construcciones Veiga Cordal;EDIFICIO 9 VIVIENDAS DE 3 PLANTAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;545.975;545975;6010;11;6006;40;40;2402;218390;218390;250011;USD;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F016177;Définitif;RCS;FFH ;1998-1;21/7/98;21/7/98;30/9/99;30/9/09;Construcciones Veiga Cordal;VIVIENDAS Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;633.292;633292;6010;11;6966;40;40;2786;253317;253317;1665358;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F010092;Définitif;RCS;TJ  ;1998-1;22/5/98;22/5/98;15/12/99;15/12/09;Comunidad De Propietarios Jardines De Daroca;103 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;5.791.375;5791375;6010;9,8;56755;16;16;9081;926620;926620;9428988;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F008254;Définitif;RCS;FFH ;1998-1;1/4/98;1/4/98;22/12/99;22/12/09;S.m. Spanish Building Material;EDIFICIO 10 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;COMMERCIAL UNION SEGUROS;ESPAGNE;;;1;QP;;720.063;720063;3005;9,8;7057;90;90;6351;648056;648056;5319084;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F014208;Définitif;RCS;FFH ;1998-1;30/7/98;30/7/98;15/1/00;15/1/10;Frifor Urbanizacion Puerto Marina;CENTRO COMERCIAL;RC Construction;RC Decennale Etr;SPECIALITES;Shopping centre;PLUS ULTRA;ESPAGNE;;;1;QP;;3.293.570;3293570;6010;9,7;31948;40;40;12779;1317428;1317428;8666166;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F011258;Définitif;RCS;FFH ;1998-1;1/5/98;1/5/98;2/3/00;2/3/10;Volconsa Emv Colonia Molino De Viento;72 VIVIENDAS;RC Construction;RC Dec (France);SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;2.681.111;2681111;6010;1;26811;40;40;10724;1072445;1072445;7053431;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F009385;Définitif;RCS;FFH ;1998-1;25/3/98;25/3/98;9/5/00;9/5/10;Ferrovial Impsol;52 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;3.135.249;3135249;3005;8,6;26963;90;90;24267;2821724;2821724;18998530;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F011550;Définitif;RCS;TJ  ;1998-1;31/7/98;31/7/98;29/5/00;29/5/10;Epypsa Parque Empresarial Las Rozas Ferrovial;CENTRO LUDICO LAS ROZAS;RC Construction;RC Decennale Etr;SPECIALITES;Indus. buildings;AGF UNION FENIX;ESPAGNE;;;1;QP;;14.047.450;14047450;30051;5,4;75865;55,97166;55,97166;42463;7862591;7862591;55434406;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F015423;Définitif;RCS;FFH ;1998-1;1/10/98;1/10/98;29/6/00;29/6/10;Hansa Urbana Andainver;17 BLOQUES DESTINADOS A 127 VIVIENDAS ADOSADAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;9.078.810;9078810;6010;8,9;80801;1,64;1,64;1325;148892;148892;979321;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F010078;Définitif;RCS;TJ  ;1998-1;22/5/98;22/5/98;6/7/00;6/7/10;Comunidad De Propietarios Jardin Puerta De Atocha Ii Fase;207 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;10.469.825;10469825;6010;9,8;102600;16;16;16416;1675172;1675172;16235198;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F011260;Définitif;RCS;TJ  ;1998-1;1/11/98;1/11/98;21/8/00;21/8/10;Levitt Bosch;EDIFICIOS DE OFICINAS;RC Construction;RC Dec (France);SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;;20.085.297;20085297;30051;6,4;128546;60,83;60,83;78194;12217886;12217886;40181378;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F012511;Définitif;RCS;FFH ;1998-1;30/10/98;30/10/98;29/8/00;29/8/10;Fincas Java;VIVIENDAS PLURIFAMILIARES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;5.409.103;5409103;6010;6,75;36511;90;90;32860;4868192;4868192;49623230;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F010095;Définitif;RCS;TJ  ;1998-1;22/5/98;22/5/98;25/9/00;25/9/10;Comunidad De Propietarios Jardin De Las Camelias;161 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;8.410.950;8410950;6010;9,8;82431;16;16;13189;1345752;1345752;13042524;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F014642;Définitif;RCS;FFH ;1998-1;29/10/98;29/10/98;13/11/00;13/11/10;Imasa Empresa Constructora;24 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;VITALICIO SEGUROS;ESPAGNE;;;1;QP;;1.822.458;1822458;3005;8,6;15673;90,97924;90,97924;14259;1658058;1658058;10902713;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F008872;Définitif;RCS;FFH ;1998-1;3/4/98;3/4/98;4/12/00;4/12/10;Vimusa;42 VIVIENDAS LOCALES COMERCIALES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;SABADELL  ASEGURADORA;ESPAGNE;;;1;QP;;2.398.358;2398358;6010;8,3;19906;96,25;96,25;19160;2308420;2308420;11417845;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F015214;Définitif;RCS;TJ  ;1998-1;14/12/98;14/12/98;31/12/00;31/12/10;Incasol;89 VIVIENDAS 4 LOCALES COMERCIALES Y 71 APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;AGF UNION FENIX;ESPAGNE;;;1;QP;;8.038.588;8038588;0;5,61;45096;26;26;11725;2090033;2090033;2286937;USD;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F019487;Définitif;RCS;TJ  ;1998-1;1/9/98;1/9/98;1/3/01;1/3/11;Ferrovial Sa;AMPLIACION CENTRO UNIVERSITARIO;RC Construction;RC Decennale Etr;SPECIALITES;Public buildings;ALLIANZ;ESPAGNE;;;1;QP;;9.245.832;9245832;6010;7,7;71193;47;47;33461;4345541;4345541;33958926;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F011037;Définitif;RCS;FFH ;1998-1;8/6/98;8/6/98;11/7/01;11/7/11;Inmobiliaria Colonial,s.a.;240 VIVIENDAS LOCALES COMERCIALES 301 PLAZAS APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;MAPFRE INDUSTRIAL SA;ESPAGNE;;;1;QP;;14.832.560;14832560;6010;0,85;102345;15;15;15352;2224884;2224884;20535717;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F015498;Définitif;RCS;FFH ;1998-1;16/11/98;16/11/98;20/7/01;20/7/11;Constructora Level Empresa Municipal De La Vivienda;67 VIVIENDAS DE PROTECCION OFICIAL;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;CENTRO ASEGURADOR;ESPAGNE;;;1;QP;;2.494.200;2494200;3005;8,5;21201;90;90;19081;2244780;2244780;14763250;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F011857;Définitif;RCS;FFH ;1998-1;31/5/98;31/5/98;14/8/01;14/8/11;Bidebarripunta,s.a.;EDIFICIO DE 13 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;PLUS ULTRA;ESPAGNE;;;1;QP;;796.394;796394;6010;9,96752;7938;40;40;3175;318558;318558;2574700;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F011632;Définitif;RCS;FFH ;1998-1;1/9/98;1/9/98;28/1/02;28/1/12;Emvicesa Empresa Municipal De La Vivienda De Ceuta;168 VIVIENDAS DE PROTECCION OFICIAL GARAJES SIDI EMBAREK;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;10.492.398;10492398;6010;8,2;86038;31,26313;31,26313;26898;3280252;3280252;21516233;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F013184;Définitif;RCS;FFH ;1998-1;2/11/98;2/11/98;6/7/02;6/7/12;Inmobiliaria Colonial,s.a.;258 VIVIENDAS 22 LOCALES COMERCIALES Y 322 PLAZAS PARKING;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;MAPFRE INDUSTRIAL SA;ESPAGNE;;;1;QP;;20.337.420;20337420;6010;6;122025;15;15;18304;3050613;3050613;30350901;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F014228;Définitif;RCS;FFH ;1998-1;31/12/98;31/12/98;30/12/02;30/12/12;Empresa Municipal De La Vivienda De Ceuta Emvicesa;3 BLOQUES DE 193 VIVIENDAS LOCALES Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;13.796.055;13796055;6010;8,2;127515;47,39695;47,39695;60438;6538909;6538909;43365323;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F015449;Définitif;RCS;TJ  ;1998-1;15/4/98;15/4/98;3/2/04;3/2/14;Empresa Municipal De La Vivienda De Ceuta Emvicesa;206 VIVIENDAS Y GARAJES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;14.652.551;14652551;6010;5,84881;85700;38,47487;38,47487;32973;5637550;5637550;28535763;FRF;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F012984;Définitif;RCS;FFH ;1998-1;6/8/98;6/8/98;14/9/05;14/9/15;Nuevo Hospital De Ciudad Real Insalud;HOSPITAL;RC Construction;RC Decennale Etr;SPECIALITES;Hospital;ASEFA S.A.;ESPAGNE;;;1;QP;;90.056.808;90056808;30051;4,16694;375262;15,99578;15,99578;60026;14405289;14405289;91291428;FRF;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale Madrid;xxxxxxx;02F018517;Expiré;RCS;FFH ;1999-1;18/10/99;18/10/99;19/10/99;19/10/99;Grupo Esteban Lizarraga;69 VIVIENDAS LOCALES COMERCIALES;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;2.735.529;2735529;6010;6,5;1;61,3;61,3;1;1676879;1676879;1677168;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F021661;Définitif;RCS;TJ  ;1999-1;1/1/99;1/1/99;30/4/99;30/4/09;Vibelba;6 EDIFICIOS APARTAMENTOS CON 68 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;31.592.348;31592348;6010;8,5;268535;29,53;29,53;79298;9329220;9329220;4664558;EUR;Espagne;ESPAGNE;
UK;SCOR UK;Specialties;FAC IDI;FAC IDI;01F001892;Finalized;CLPA;CLPA;1999-1;1/1/99;1/1/99;15/9/99;14/9/09;Prima Inmobiliaria;, Coslada;RC Construction;I.D.I.;SPECIALITES;Indus. buildings;SCOR UK DIRECT;ROYAUME-UNI;;KERRY LONDON;1;QS;;4.023.223;4023223;12020;7,76806;31253;100;100;31253;4023223;4023223;1695952;USD;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F013959;Définitif;RCS;TJ  ;1999-1;18/5/99;18/5/99;27/9/99;27/9/09;La Caja Vivienda;69 VIVIENDAS LOCALES Y APARCAMIENTOS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;7.323.242;7323242;6010;6,84943;50160;96,72;96,72;48515;7083040;7083040;7082806;EUR;Espagne;ESPAGNE;Surv. P. Normale
Paris;SCOR REASS.;Specialties;Decennale Madrid;Decennale Madrid;02F017845;Définitif;RCS;FFH ;1999-1;31/1/99;31/1/99;6/2/00;6/2/10;Hercesa Inmobiliaria;70 CHALETS VIVIENDAS UNIFAMILIARES ADOSADAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;ASEFA S.A.;ESPAGNE;;;1;QP;;9.910.978;9910978;6010;7,6;75323;11,2;11,2;8436;1110030;1110030;1110032;EUR;Espagne;ESPAGNE;
Paris;SCOR REASS.;Specialties;Decennale;Decennale Madrid;02F018490;Définitif;RCS;TJ  ;1999-1;1/12/99;1/12/99;1/3/00;1/3/10;Promivasa Dulantzi;39 VIVIENDAS;RC Construction;RC Decennale Etr;SPECIALITES; Apartments;C.A.S.E.R.;ESPAGNE;;;1;QP;;2.411.561;2411561;6010;6,7;8168;90,1;90,1;7359;2172817;2172817;2173212;EUR;Espagne;ESPAGNE;Surv. P. Normale
